20240102 004800;1.103100;1.103100;1.103050;1.103050;0
20240102 004900;1.103040;1.103040;1.102980;1.103010;0
20240102 005000;1.103020;1.103030;1.103000;1.103000;0
20240102 005100;1.102980;1.102980;1.102950;1.102950;0
20240102 005200;1.102960;1.103200;1.102960;1.103200;0
20240102 005300;1.103210;1.103270;1.103200;1.103200;0
20240102 005400;1.103200;1.103200;1.103110;1.103110;0
20240102 005500;1.103150;1.103170;1.103090;1.103110;0
20240102 005600;1.103110;1.103200;1.103110;1.103160;0
20240102 005700;1.103160;1.103220;1.103110;1.103220;0
20240102 005800;1.103220;1.103300;1.103220;1.103250;0
20240102 005900;1.103250;1.103350;1.103250;1.103330;0
20240102 010000;1.103340;1.103360;1.103310;1.103350;0
20240102 010100;1.103350;1.103360;1.103300;1.103300;0
20240102 010200;1.103300;1.103340;1.103240;1.103250;0
20240102 010300;1.103260;1.103300;1.103160;1.103180;0
20240102 010400;1.103190;1.103260;1.103170;1.103250;0
20240102 010500;1.103260;1.103420;1.103250;1.103400;0
20240102 010600;1.103390;1.103410;1.103320;1.103320;0
